RESP,TC1,TT1,TC2,TT2,CHOICE
117,6,20,6,40,1
117,7,35,5,25,2
117,6,40,6,25,2
117,8,25,4,35,2
117,4,30,8,30,1
117,4,35,8,20,2
117,5,40,7,20,2
117,7,30,4,30,2
118,5,25,7,35,1
118,8,20,5,40,2
118,6,20,6,40,1
118,7,35,5,25,2
118,6,40,6,25,2
118,8,25,4,35,1
118,4,30,8,30,2
118,4,35,8,20,2
118,5,40,7,20,2
118,7,30,4,30,2
119,5,25,7,35,1
119,8,20,5,40,2
119,6,20,6,40,1
119,7,35,5,25,2
119,6,40,6,25,1
119,8,25,4,35,2
119,4,30,8,30,1
119,4,35,8,20,1
119,5,40,7,20,2
119,7,30,4,30,2
120,5,25,7,35,1
120,8,20,5,40,1
120,6,20,6,40,1
120,7,35,5,25,2
120,6,40,6,25,2
120,8,25,4,35,2
120,4,30,8,30,1
120,4,35,8,20,1
120,5,40,7,20,2
120,7,30,4,30,2
121,5,25,7,35,1
121,8,20,5,40,1
121,6,20,6,40,1
121,7,35,5,25,1
121,6,40,6,25,2
121,8,25,4,35,2
121,4,30,8,30,1
121,4,35,8,20,2
121,5,40,7,20,2
121,7,30,4,30,2
122,5,25,7,35,1
122,8,20,5,40,1
122,6,20,6,40,1
122,7,35,5,25,2
122,6,40,6,25,2
122,8,25,4,35,2
122,4,30,8,30,1
122,4,35,8,20,1
122,5,40,7,20,2
122,7,30,4,30,2
123,5,25,7,35,1
123,8,20,5,40,1
123,6,20,6,40,1
123,7,35,5,25,2
123,6,40,6,25,2
123,8,25,4,35,2
123,4,30,8,30,2
123,4,35,8,20,2
123,5,40,7,20,2
123,7,30,4,30,2
124,5,25,7,35,1
124,8,20,5,40,2
124,6,20,6,40,2
124,7,35,5,25,2
124,6,40,6,25,2
124,8,25,4,35,2
124,4,30,8,30,1
124,4,35,8,20,1
124,5,40,7,20,1
124,7,30,4,30,2
125,5,25,7,35,1
125,8,20,5,40,1
125,6,20,6,40,1
125,7,35,5,25,2
125,6,40,6,25,2
125,8,25,4,35,2
125,4,30,8,30,1
125,4,35,8,20,2
125,5,40,7,20,2
125,7,30,4,30,2
126,5,25,7,35,1
126,8,20,5,40,1
126,6,20,6,40,1
126,7,35,5,25,2
126,6,40,6,25,2
126,8,25,4,35,1
126,4,30,8,30,1
126,4,35,8,20,2
126,5,40,7,20,2
126,7,30,4,30,2
127,5,25,7,35,1
127,8,20,5,40,1
127,6,20,6,40,1
127,7,35,5,25,2
127,6,40,6,25,2
127,8,25,4,35,2
127,4,30,8,30,1
127,4,35,8,20,1
127,5,40,7,20,2
127,7,30,4,30,2
128,5,25,7,35,1
128,8,20,5,40,1
128,6,20,6,40,1
128,7,35,5,25,2
128,6,40,6,25,2
128,8,25,4,35,2
128,4,30,8,30,1
128,4,35,8,20,1
128,5,40,7,20,2
128,7,30,4,30,2
129,5,25,7,35,1
129,8,20,5,40,1
129,6,20,6,40,1
129,7,35,5,25,2
129,6,40,6,25,2
129,8,25,4,35,2
129,4,30,8,30,2
129,4,35,8,20,1
129,5,40,7,20,2
129,7,30,4,30,2
130,5,25,7,35,1
130,8,20,5,40,2
130,6,20,6,40,1
130,7,35,5,25,2
130,6,40,6,25,2
130,8,25,4,35,2
130,4,30,8,30,2
130,4,35,8,20,2
130,5,40,7,20,2
130,7,30,4,30,1
131,5,25,7,35,1
131,8,20,5,40,2
131,6,20,6,40,2
131,7,35,5,25,2
131,6,40,6,25,2
131,8,25,4,35,2
131,4,30,8,30,1
131,4,35,8,20,1
131,5,40,7,20,2
131,7,30,4,30,2
132,5,25,7,35,1
132,8,20,5,40,1
132,6,20,6,40,1
132,7,35,5,25,2
132,6,40,6,25,2
132,8,25,4,35,1
132,4,30,8,30,1
132,4,35,8,20,2
132,5,40,7,20,2
132,7,30,4,30,2
133,5,25,7,35,1
133,8,20,5,40,1
133,6,20,6,40,2
133,7,35,5,25,2
133,6,40,6,25,2
133,8,25,4,35,2
133,4,30,8,30,1
133,4,35,8,20,1
133,5,40,7,20,2
133,7,30,4,30,2
134,5,25,7,35,1
134,8,20,5,40,1
134,6,20,6,40,1
134,7,35,5,25,2
134,6,40,6,25,2
134,8,25,4,35,2
134,4,30,8,30,1
134,4,35,8,20,1
134,5,40,7,20,2
134,7,30,4,30,2
135,5,25,7,35,1
135,8,20,5,40,1
135,6,20,6,40,1
135,7,35,5,25,2
135,6,40,6,25,2
135,8,25,4,35,2
135,4,30,8,30,1
135,4,35,8,20,2
135,5,40,7,20,2
135,7,30,4,30,2
136,5,25,7,35,1
136,8,20,5,40,1
136,6,20,6,40,1
136,7,35,5,25,2
136,6,40,6,25,2
136,8,25,4,35,2
136,4,30,8,30,1
136,4,35,8,20,2
136,5,40,7,20,2
136,7,30,4,30,2
137,5,25,7,35,1
137,8,20,5,40,1
137,6,20,6,40,1
137,7,35,5,25,2
137,6,40,6,25,2
137,8,25,4,35,1
137,4,30,8,30,1
137,4,35,8,20,2
137,5,40,7,20,2
137,7,30,4,30,1
138,5,25,7,35,1
138,8,20,5,40,1
138,6,20,6,40,1
138,7,35,5,25,2
138,6,40,6,25,2
138,8,25,4,35,1
138,4,30,8,30,2
138,4,35,8,20,1
138,5,40,7,20,2
138,7,30,4,30,2
139,5,25,7,35,2
139,8,20,5,40,1
139,6,20,6,40,2
139,7,35,5,25,2
139,6,40,6,25,2
139,8,25,4,35,1
139,4,30,8,30,1
139,4,35,8,20,2
139,5,40,7,20,2
139,7,30,4,30,1
140,5,25,7,35,1
140,8,20,5,40,1
140,6,20,6,40,1
140,7,35,5,25,2
140,6,40,6,25,2
140,8,25,4,35,2
140,4,30,8,30,1
140,4,35,8,20,2
140,5,40,7,20,1
140,7,30,4,30,2
141,5,25,7,35,1
141,8,20,5,40,2
141,6,20,6,40,1
141,7,35,5,25,2
141,6,40,6,25,2
141,8,25,4,35,2
141,4,30,8,30,1
141,4,35,8,20,1
141,5,40,7,20,2
141,7,30,4,30,2
142,5,25,7,35,1
142,8,20,5,40,1
142,6,20,6,40,1
142,7,35,5,25,2
142,6,40,6,25,2
142,8,25,4,35,2
142,4,30,8,30,1
142,4,35,8,20,2
142,5,40,7,20,2
142,7,30,4,30,2
143,5,25,7,35,1
143,8,20,5,40,1
143,6,20,6,40,1
143,7,35,5,25,2
143,6,40,6,25,2
143,8,25,4,35,2
143,4,30,8,30,1
143,4,35,8,20,1
143,5,40,7,20,2
143,7,30,4,30,2
144,5,25,7,35,2
144,8,20,5,40,2
144,6,20,6,40,2
144,7,35,5,25,2
144,6,40,6,25,2
144,8,25,4,35,2
144,4,30,8,30,1
144,4,35,8,20,2
144,5,40,7,20,2
144,7,30,4,30,2
145,5,25,7,35,1
145,8,20,5,40,1
145,6,20,6,40,1
145,7,35,5,25,2
145,6,40,6,25,2
145,8,25,4,35,1
145,4,30,8,30,1
145,4,35,8,20,2
145,5,40,7,20,2
145,7,30,4,30,2
146,5,25,7,35,1
146,8,20,5,40,2
146,6,20,6,40,1
146,7,35,5,25,2
146,6,40,6,25,2
146,8,25,4,35,2
146,4,30,8,30,1
146,4,35,8,20,2
146,5,40,7,20,2
146,7,30,4,30,2
147,5,25,7,35,1
147,8,20,5,40,1
147,6,20,6,40,1
147,7,35,5,25,2
147,6,40,6,25,2
147,8,25,4,35,2
147,4,30,8,30,1
147,4,35,8,20,2
147,5,40,7,20,2
147,7,30,4,30,2
148,5,25,7,35,2
148,8,20,5,40,1
148,6,20,6,40,1
148,7,35,5,25,2
148,6,40,6,25,2
148,8,25,4,35,2
148,4,30,8,30,1
148,4,35,8,20,1
148,5,40,7,20,2
148,7,30,4,30,2
149,5,25,7,35,1
149,8,20,5,40,2
149,6,20,6,40,1
149,7,35,5,25,2
149,6,40,6,25,2
149,8,25,4,35,2
149,4,30,8,30,1
149,4,35,8,20,2
149,5,40,7,20,1
149,7,30,4,30,2
150,5,25,7,35,1
150,8,20,5,40,2
150,6,20,6,40,1
150,7,35,5,25,2
150,6,40,6,25,2
150,8,25,4,35,2
150,4,30,8,30,2
150,4,35,8,20,1
150,5,40,7,20,2
150,7,30,4,30,2
151,5,25,7,35,1
151,8,20,5,40,2
151,6,20,6,40,1
151,7,35,5,25,2
151,6,40,6,25,2
151,8,25,4,35,2
151,4,30,8,30,2
151,4,35,8,20,2
151,5,40,7,20,2
151,7,30,4,30,1
152,5,25,7,35,1
152,8,20,5,40,1
152,6,20,6,40,1
152,7,35,5,25,2
152,6,40,6,25,2
152,8,25,4,35,2
152,4,30,8,30,1
152,4,35,8,20,2
152,5,40,7,20,2
152,7,30,4,30,2
153,5,25,7,35,1
153,8,20,5,40,1
153,6,20,6,40,1
153,7,35,5,25,2
153,6,40,6,25,2
153,8,25,4,35,2
153,4,30,8,30,1
153,4,35,8,20,2
153,5,40,7,20,2
153,7,30,4,30,2
154,5,25,7,35,1
154,8,20,5,40,1
154,6,20,6,40,1
154,7,35,5,25,2
154,6,40,6,25,2
154,8,25,4,35,1
154,4,30,8,30,1
154,4,35,8,20,2
154,5,40,7,20,2
154,7,30,4,30,2
155,5,25,7,35,1
155,8,20,5,40,2
155,6,20,6,40,1
155,7,35,5,25,2
155,6,40,6,25,2
155,8,25,4,35,2
155,4,30,8,30,1
155,4,35,8,20,2
155,5,40,7,20,2
155,7,30,4,30,2
156,5,25,7,35,1
156,8,20,5,40,1
156,6,20,6,40,1
156,7,35,5,25,2
156,6,40,6,25,2
156,8,25,4,35,2
156,4,30,8,30,1
156,4,35,8,20,2
156,5,40,7,20,2
156,7,30,4,30,2
157,5,25,7,35,1
157,8,20,5,40,1
157,6,20,6,40,1
157,7,35,5,25,2
157,6,40,6,25,2
157,8,25,4,35,1
157,4,30,8,30,1
157,4,35,8,20,2
157,5,40,7,20,2
157,7,30,4,30,2
158,5,25,7,35,1
158,8,20,5,40,1
158,6,20,6,40,1
158,7,35,5,25,2
158,6,40,6,25,2
158,8,25,4,35,1
158,4,30,8,30,1
158,4,35,8,20,2
158,5,40,7,20,2
158,7,30,4,30,2
159,5,25,7,35,1
159,8,20,5,40,1
159,6,20,6,40,1
159,7,35,5,25,1
159,6,40,6,25,2
159,8,25,4,35,2
159,4,30,8,30,1
159,4,35,8,20,1
159,5,40,7,20,2
159,7,30,4,30,2
160,5,25,7,35,1
160,8,20,5,40,1
160,6,20,6,40,1
160,7,35,5,25,2
160,6,40,6,25,2
160,8,25,4,35,2
160,4,30,8,30,1
160,4,35,8,20,2
160,5,40,7,20,1
160,7,30,4,30,2
161,5,25,7,35,1
161,8,20,5,40,1
161,6,20,6,40,1
161,7,35,5,25,2
161,6,40,6,25,1
161,8,25,4,35,2
161,4,30,8,30,1
161,4,35,8,20,2
161,5,40,7,20,2
161,7,30,4,30,2
162,5,25,7,35,2
162,8,20,5,40,2
162,6,20,6,40,1
162,7,35,5,25,1
162,6,40,6,25,2
162,8,25,4,35,2
162,4,30,8,30,1
162,4,35,8,20,1
162,5,40,7,20,2
162,7,30,4,30,2
163,5,25,7,35,1
163,8,20,5,40,1
163,6,20,6,40,1
163,7,35,5,25,2
163,6,40,6,25,2
163,8,25,4,35,1
163,4,30,8,30,2
163,4,35,8,20,2
163,5,40,7,20,2
163,7,30,4,30,2
164,5,25,7,35,1
164,8,20,5,40,2
164,6,20,6,40,1
164,7,35,5,25,2
164,6,40,6,25,2
164,8,25,4,35,2
164,4,30,8,30,1
164,4,35,8,20,1
164,5,40,7,20,2
164,7,30,4,30,2
165,5,25,7,35,2
165,8,20,5,40,2
165,6,20,6,40,1
165,7,35,5,25,2
165,6,40,6,25,2
165,8,25,4,35,2
165,4,30,8,30,2
165,4,35,8,20,1
165,5,40,7,20,2
165,7,30,4,30,2
166,5,25,7,35,1
166,8,20,5,40,1
166,6,20,6,40,1
166,7,35,5,25,2
166,6,40,6,25,1
166,8,25,4,35,2
166,4,30,8,30,1
166,4,35,8,20,2
166,5,40,7,20,2
166,7,30,4,30,2
167,5,25,7,35,1
167,8,20,5,40,1
167,6,20,6,40,1
167,7,35,5,25,2
167,6,40,6,25,1
167,8,25,4,35,1
167,4,30,8,30,1
167,4,35,8,20,2
167,5,40,7,20,2
167,7,30,4,30,2
168,5,25,7,35,1
168,8,20,5,40,1
168,6,20,6,40,1
168,7,35,5,25,2
168,6,40,6,25,2
168,8,25,4,35,1
168,4,30,8,30,2
168,4,35,8,20,2
168,5,40,7,20,2
168,7,30,4,30,2
169,5,25,7,35,1
169,8,20,5,40,1
169,6,20,6,40,1
169,7,35,5,25,2
169,6,40,6,25,2
169,8,25,4,35,1
169,4,30,8,30,1
169,4,35,8,20,2
169,5,40,7,20,2
169,7,30,4,30,2
170,5,25,7,35,1
170,8,20,5,40,1
170,6,20,6,40,1
170,7,35,5,25,2
170,6,40,6,25,2
170,8,25,4,35,2
170,4,30,8,30,1
170,4,35,8,20,2
170,5,40,7,20,2
170,7,30,4,30,2
171,5,25,7,35,1
171,8,20,5,40,1
171,6,20,6,40,1
171,7,35,5,25,2
171,6,40,6,25,1
171,8,25,4,35,2
171,4,30,8,30,2
171,4,35,8,20,2
171,5,40,7,20,2
171,7,30,4,30,2
172,5,25,7,35,2
172,8,20,5,40,1
172,6,20,6,40,1
172,7,35,5,25,2
172,6,40,6,25,2
172,8,25,4,35,1
172,4,30,8,30,1
172,4,35,8,20,1
172,5,40,7,20,2
172,7,30,4,30,2
173,5,25,7,35,1
173,8,20,5,40,2
173,6,20,6,40,1
173,7,35,5,25,2
173,6,40,6,25,2
173,8,25,4,35,2
173,4,30,8,30,2
173,4,35,8,20,1
173,5,40,7,20,2
173,7,30,4,30,2
174,5,25,7,35,1
174,8,20,5,40,1
174,6,20,6,40,1
174,7,35,5,25,2
174,6,40,6,25,2
174,8,25,4,35,2
174,4,30,8,30,1
174,4,35,8,20,2
174,5,40,7,20,2
174,7,30,4,30,2
175,5,25,7,35,1
175,8,20,5,40,2
175,6,20,6,40,1
175,7,35,5,25,2
175,6,40,6,25,2
175,8,25,4,35,2
175,4,30,8,30,1
175,4,35,8,20,2
175,5,40,7,20,1
175,7,30,4,30,2
176,5,25,7,35,1
176,8,20,5,40,1
176,6,20,6,40,1
176,7,35,5,25,2
176,6,40,6,25,2
176,8,25,4,35,2
176,4,30,8,30,1
176,4,35,8,20,2
176,5,40,7,20,2
176,7,30,4,30,1
177,5,25,7,35,1
177,8,20,5,40,2
177,6,20,6,40,1
177,7,35,5,25,2
177,6,40,6,25,2
177,8,25,4,35,2
177,4,30,8,30,1
177,4,35,8,20,2
177,5,40,7,20,1
177,7,30,4,30,2
178,5,25,7,35,2
178,8,20,5,40,1
178,6,20,6,40,2
178,7,35,5,25,2
178,6,40,6,25,2
178,8,25,4,35,2
178,4,30,8,30,1
178,4,35,8,20,2
178,5,40,7,20,2
178,7,30,4,30,2
179,5,25,7,35,1
179,8,20,5,40,1
179,6,20,6,40,1
179,7,35,5,25,2
179,6,40,6,25,2
179,8,25,4,35,1
179,4,30,8,30,1
179,4,35,8,20,2
179,5,40,7,20,2
179,7,30,4,30,1
180,5,25,7,35,1
180,8,20,5,40,1
180,6,20,6,40,1
180,7,35,5,25,2
180,6,40,6,25,2
180,8,25,4,35,1
180,4,30,8,30,2
180,4,35,8,20,2
180,5,40,7,20,2
180,7,30,4,30,2
181,5,25,7,35,1
181,8,20,5,40,1
181,6,20,6,40,1
181,7,35,5,25,2
181,6,40,6,25,2
181,8,25,4,35,1
181,4,30,8,30,1
181,4,35,8,20,2
181,5,40,7,20,2
181,7,30,4,30,1
182,5,25,7,35,1
182,8,20,5,40,1
182,6,20,6,40,1
182,7,35,5,25,2
182,6,40,6,25,2
182,8,25,4,35,2
182,4,30,8,30,1
182,4,35,8,20,2
182,5,40,7,20,2
182,7,30,4,30,2
183,5,25,7,35,1
183,8,20,5,40,2
183,6,20,6,40,1
183,7,35,5,25,2
183,6,40,6,25,1
183,8,25,4,35,2
183,4,30,8,30,1
183,4,35,8,20,1
183,5,40,7,20,2
183,7,30,4,30,2
184,5,25,7,35,1
184,8,20,5,40,1
184,6,20,6,40,2
184,7,35,5,25,2
184,6,40,6,25,2
184,8,25,4,35,2
184,4,30,8,30,1
184,4,35,8,20,2
184,5,40,7,20,2
184,7,30,4,30,2
185,5,25,7,35,1
185,8,20,5,40,1
185,6,20,6,40,1
185,7,35,5,25,2
185,6,40,6,25,2
185,8,25,4,35,2
185,4,30,8,30,1
185,4,35,8,20,2
185,5,40,7,20,2
185,7,30,4,30,2
186,5,25,7,35,1
186,8,20,5,40,1
186,6,20,6,40,1
186,7,35,5,25,2
186,6,40,6,25,2
186,8,25,4,35,1
186,4,30,8,30,1
186,4,35,8,20,2
186,5,40,7,20,2
186,7,30,4,30,2
187,5,25,7,35,2
187,8,20,5,40,1
187,6,20,6,40,1
187,7,35,5,25,2
187,6,40,6,25,2
187,8,25,4,35,2
187,4,30,8,30,1
187,4,35,8,20,2
187,5,40,7,20,2
187,7,30,4,30,2
188,5,25,7,35,1
188,8,20,5,40,1
188,6,20,6,40,1
188,7,35,5,25,2
188,6,40,6,25,1
188,8,25,4,35,2
188,4,30,8,30,1
188,4,35,8,20,2
188,5,40,7,20,2
188,7,30,4,30,2
189,5,25,7,35,1
189,8,20,5,40,1
189,6,20,6,40,1
189,7,35,5,25,1
189,6,40,6,25,2
189,8,25,4,35,2
189,4,30,8,30,1
189,4,35,8,20,2
189,5,40,7,20,2
189,7,30,4,30,2
190,5,25,7,35,1
190,8,20,5,40,1
190,6,20,6,40,1
190,7,35,5,25,2
190,6,40,6,25,2
190,8,25,4,35,2
190,4,30,8,30,1
190,4,35,8,20,2
190,5,40,7,20,2
190,7,30,4,30,2
191,5,25,7,35,1
191,8,20,5,40,1
191,6,20,6,40,1
191,7,35,5,25,2
191,6,40,6,25,2
191,8,25,4,35,2
191,4,30,8,30,1
191,4,35,8,20,1
191,5,40,7,20,2
191,7,30,4,30,2
192,5,25,7,35,1
192,8,20,5,40,1
192,6,20,6,40,1
192,7,35,5,25,2
192,6,40,6,25,2
192,8,25,4,35,2
192,4,30,8,30,1
192,4,35,8,20,1
192,5,40,7,20,2
192,7,30,4,30,2
193,5,25,7,35,1
193,8,20,5,40,2
193,6,20,6,40,1
193,7,35,5,25,2
193,6,40,6,25,2
193,8,25,4,35,2
193,4,30,8,30,1
193,4,35,8,20,2
193,5,40,7,20,2
193,7,30,4,30,2
194,5,25,7,35,1
194,8,20,5,40,1
194,6,20,6,40,1
194,7,35,5,25,2
194,6,40,6,25,2
194,8,25,4,35,2
194,4,30,8,30,1
194,4,35,8,20,2
194,5,40,7,20,2
194,7,30,4,30,2
195,5,25,7,35,1
195,8,20,5,40,2
195,6,20,6,40,1
195,7,35,5,25,2
195,6,40,6,25,2
195,8,25,4,35,2
195,4,30,8,30,1
195,4,35,8,20,1
195,5,40,7,20,2
195,7,30,4,30,1
196,5,25,7,35,1
196,8,20,5,40,2
196,6,20,6,40,1
196,7,35,5,25,2
196,6,40,6,25,2
196,8,25,4,35,2
196,4,30,8,30,1
196,4,35,8,20,2
196,5,40,7,20,2
196,7,30,4,30,2
197,5,25,7,35,1
197,8,20,5,40,2
197,6,20,6,40,1
197,7,35,5,25,2
197,6,40,6,25,2
197,8,25,4,35,2
197,4,30,8,30,1
197,4,35,8,20,2
197,5,40,7,20,2
197,7,30,4,30,2
198,5,25,7,35,1
198,8,20,5,40,1
198,6,20,6,40,2
198,7,35,5,25,2
198,6,40,6,25,2
198,8,25,4,35,2
198,4,30,8,30,1
198,4,35,8,20,2
198,5,40,7,20,2
198,7,30,4,30,2
199,5,25,7,35,1
199,8,20,5,40,1
199,6,20,6,40,1
199,7,35,5,25,2
199,6,40,6,25,2
199,8,25,4,35,2
199,4,30,8,30,1
199,4,35,8,20,1
199,5,40,7,20,2
199,7,30,4,30,2
200,5,25,7,35,1
200,8,20,5,40,2
200,6,20,6,40,1
200,7,35,5,25,2
200,6,40,6,25,2
200,8,25,4,35,2
200,4,30,8,30,1
200,4,35,8,20,1
200,5,40,7,20,2
200,7,30,4,30,2
201,5,25,7,35,1
201,8,20,5,40,2
201,6,20,6,40,1
201,7,35,5,25,2
201,6,40,6,25,2
201,8,25,4,35,1
201,4,30,8,30,1
201,4,35,8,20,1
201,5,40,7,20,2
201,7,30,4,30,2
202,5,25,7,35,1
202,8,20,5,40,1
202,6,20,6,40,1
202,7,35,5,25,2
202,6,40,6,25,2
202,8,25,4,35,2
202,4,30,8,30,1
202,4,35,8,20,2
202,5,40,7,20,2
202,7,30,4,30,2
203,5,25,7,35,1
203,8,20,5,40,1
203,6,20,6,40,1
203,7,35,5,25,2
203,6,40,6,25,2
203,8,25,4,35,2
203,4,30,8,30,1
203,4,35,8,20,2
203,5,40,7,20,2
203,7,30,4,30,2
204,5,25,7,35,1
204,8,20,5,40,2
204,6,20,6,40,1
204,7,35,5,25,2
204,6,40,6,25,2
204,8,25,4,35,2
204,4,30,8,30,2
204,4,35,8,20,1
204,5,40,7,20,2
204,7,30,4,30,2
205,5,25,7,35,1
205,8,20,5,40,2
205,6,20,6,40,1
205,7,35,5,25,2
205,6,40,6,25,2
205,8,25,4,35,2
205,4,30,8,30,1
205,4,35,8,20,2
205,5,40,7,20,2
205,7,30,4,30,2
206,5,25,7,35,1
206,8,20,5,40,2
206,6,20,6,40,2
206,7,35,5,25,2
206,6,40,6,25,2
206,8,25,4,35,2
206,4,30,8,30,1
206,4,35,8,20,2
206,5,40,7,20,1
206,7,30,4,30,1
207,5,25,7,35,1
207,8,20,5,40,1
207,6,20,6,40,1
207,7,35,5,25,2
207,6,40,6,25,2
207,8,25,4,35,2
207,4,30,8,30,1
207,4,35,8,20,2
207,5,40,7,20,2
207,7,30,4,30,2
208,5,25,7,35,1
208,8,20,5,40,1
208,6,20,6,40,1
208,7,35,5,25,2
208,6,40,6,25,2
208,8,25,4,35,2
208,4,30,8,30,1
208,4,35,8,20,2
208,5,40,7,20,2
208,7,30,4,30,1
209,5,25,7,35,1
209,8,20,5,40,1
209,6,20,6,40,1
209,7,35,5,25,2
209,6,40,6,25,2
209,8,25,4,35,1
209,4,30,8,30,1
209,4,35,8,20,2
209,5,40,7,20,2
209,7,30,4,30,2
210,5,25,7,35,1
210,8,20,5,40,1
210,6,20,6,40,1
210,7,35,5,25,2
210,6,40,6,25,1
210,8,25,4,35,1
210,4,30,8,30,2
210,4,35,8,20,2
210,5,40,7,20,2
210,7,30,4,30,1
211,5,25,7,35,2
211,8,20,5,40,1
211,6,20,6,40,1
211,7,35,5,25,2
211,6,40,6,25,2
211,8,25,4,35,2
211,4,30,8,30,1
211,4,35,8,20,1
211,5,40,7,20,2
211,7,30,4,30,2
212,5,25,7,35,1
212,8,20,5,40,1
212,6,20,6,40,1
212,7,35,5,25,2
212,6,40,6,25,2
212,8,25,4,35,2
212,4,30,8,30,1
212,4,35,8,20,2
212,5,40,7,20,2
212,7,30,4,30,2
213,5,25,7,35,1
213,8,20,5,40,1
213,6,20,6,40,1
213,7,35,5,25,2
213,6,40,6,25,2
213,8,25,4,35,1
213,4,30,8,30,1
213,4,35,8,20,2
213,5,40,7,20,2
213,7,30,4,30,1
214,5,25,7,35,1
214,8,20,5,40,1
214,6,20,6,40,1
214,7,35,5,25,2
214,6,40,6,25,2
214,8,25,4,35,2
214,4,30,8,30,1
214,4,35,8,20,2
214,5,40,7,20,2
214,7,30,4,30,2
215,5,25,7,35,2
215,8,20,5,40,2
215,6,20,6,40,1
215,7,35,5,25,2
215,6,40,6,25,2
215,8,25,4,35,2
215,4,30,8,30,1
215,4,35,8,20,1
215,5,40,7,20,1
215,7,30,4,30,2
216,5,25,7,35,2
216,8,20,5,40,1
216,6,20,6,40,1
216,7,35,5,25,2
216,6,40,6,25,2
216,8,25,4,35,1
216,4,30,8,30,1
216,4,35,8,20,1
216,5,40,7,20,2
216,7,30,4,30,2
217,5,25,7,35,1
217,8,20,5,40,2
217,6,20,6,40,1
217,7,35,5,25,2
217,6,40,6,25,2
217,8,25,4,35,2
217,4,30,8,30,1
217,4,35,8,20,1
217,5,40,7,20,2
217,7,30,4,30,2
218,5,25,7,35,1
218,8,20,5,40,1
218,6,20,6,40,1
218,7,35,5,25,2
218,6,40,6,25,2
218,8,25,4,35,2
218,4,30,8,30,1
218,4,35,8,20,2
218,5,40,7,20,2
218,7,30,4,30,2
219,5,25,7,35,1
219,8,20,5,40,1
219,6,20,6,40,1
219,7,35,5,25,2
219,6,40,6,25,2
219,8,25,4,35,2
219,4,30,8,30,1
219,4,35,8,20,1
219,5,40,7,20,2
219,7,30,4,30,1
220,5,25,7,35,1
220,8,20,5,40,1
220,6,20,6,40,1
220,7,35,5,25,2
220,6,40,6,25,2
220,8,25,4,35,1
220,4,30,8,30,1
220,4,35,8,20,1
220,5,40,7,20,2
220,7,30,4,30,2
221,5,25,7,35,1
221,8,20,5,40,1
221,6,20,6,40,2
221,7,35,5,25,2
221,6,40,6,25,2
221,8,25,4,35,1
221,4,30,8,30,1
221,4,35,8,20,2
221,5,40,7,20,2
221,7,30,4,30,2
222,5,25,7,35,1
222,8,20,5,40,2
222,6,20,6,40,1
222,7,35,5,25,2
222,6,40,6,25,2
222,8,25,4,35,2
222,4,30,8,30,1
222,4,35,8,20,2
222,5,40,7,20,2
222,7,30,4,30,2
223,5,25,7,35,2
223,8,20,5,40,1
223,6,20,6,40,1
223,7,35,5,25,1
223,6,40,6,25,2
223,8,25,4,35,1
223,4,30,8,30,1
223,4,35,8,20,1
223,5,40,7,20,2
223,7,30,4,30,2
224,5,25,7,35,1
224,8,20,5,40,2
224,6,20,6,40,1
224,7,35,5,25,2
224,6,40,6,25,2
224,8,25,4,35,2
224,4,30,8,30,1
224,4,35,8,20,1
224,5,40,7,20,2
224,7,30,4,30,2
225,5,25,7,35,1
225,8,20,5,40,2
225,6,20,6,40,1
225,7,35,5,25,1
225,6,40,6,25,2
225,8,25,4,35,2
225,4,30,8,30,1
225,4,35,8,20,1
225,5,40,7,20,2
225,7,30,4,30,2
226,5,25,7,35,1
226,8,20,5,40,1
226,6,20,6,40,1
226,7,35,5,25,2
226,6,40,6,25,2
226,8,25,4,35,2
226,4,30,8,30,1
226,4,35,8,20,1
226,5,40,7,20,2
226,7,30,4,30,2
227,5,25,7,35,1
227,8,20,5,40,1
227,6,20,6,40,1
227,7,35,5,25,2
227,6,40,6,25,2
227,8,25,4,35,2
227,4,30,8,30,2
227,4,35,8,20,1
227,5,40,7,20,2
227,7,30,4,30,2
228,5,25,7,35,1
228,8,20,5,40,2
228,6,20,6,40,1
228,7,35,5,25,2
228,6,40,6,25,2
228,8,25,4,35,2
228,4,30,8,30,1
228,4,35,8,20,1
228,5,40,7,20,2
228,7,30,4,30,2
229,5,25,7,35,1
229,8,20,5,40,2
229,6,20,6,40,1
229,7,35,5,25,2
229,6,40,6,25,2
229,8,25,4,35,1
229,4,30,8,30,1
229,4,35,8,20,1
229,5,40,7,20,2
229,7,30,4,30,1
230,5,25,7,35,1
230,8,20,5,40,1
230,6,20,6,40,1
230,7,35,5,25,2
230,6,40,6,25,2
230,8,25,4,35,2
230,4,30,8,30,2
230,4,35,8,20,2
230,5,40,7,20,2
230,7,30,4,30,2
231,5,25,7,35,1
231,8,20,5,40,1
231,6,20,6,40,1
231,7,35,5,25,2
231,6,40,6,25,2
231,8,25,4,35,1
231,4,30,8,30,1
231,4,35,8,20,2
231,5,40,7,20,2
231,7,30,4,30,2
232,5,25,7,35,1
232,8,20,5,40,2
232,6,20,6,40,1
232,7,35,5,25,2
232,6,40,6,25,2
232,8,25,4,35,2
232,4,30,8,30,1
232,4,35,8,20,2
232,5,40,7,20,2
232,7,30,4,30,2
233,5,25,7,35,1
233,8,20,5,40,1
233,6,20,6,40,1
233,7,35,5,25,2
233,6,40,6,25,2
233,8,25,4,35,2
